season,target,played,arm,ll_title,ll_top4,ll_releg,rps,p_champ,p_rel_true
1920,300,300,frozen,0.12532381045629085,0.19789066636298613,0.3225610456158624,0.09570097415789472,0.234,0.2896666666666667
2021,50,53,banked,0.04819372003067486,0.16599873949271432,0.21494415506642306,0.0794404124736842,0.602,0.4617
2021,50,53,refit,0.05205054541876186,0.2010208078335703,0.18772673909888077,0.07389082752631579,0.57,0.5151333333333333
2021,50,53,frozen,0.03583471701688272,0.148869030609233,0.3091555407679524,0.09669236089473683,0.6875,0.3248
2021,100,102,banked,0.05151428887431307,0.13418606538708158,0.19013110913991288,0.07279935863157894,0.5791,0.5037999999999999
2021,100,102,refit,0.06097339329345312,0.15178421183750798,0.16776569047349915,0.06851085584210527,0.5114,0.5569333333333334
2021,100,102,frozen,0.03583471701688272,0.148869030609233,0.3091555407679524,0.09669236089473683,0.6875,0.3248
2021,150,154,banked,0.05499964510383415,0.14511481624206962,0.11988258388847657,0.06589390431578948,0.5611,0.6698666666666666
2021,150,154,refit,0.07349580924367234,0.15819025168042747,0.10101893243044442,0.06457552310526316,0.4505,0.7172999999999999
2021,150,154,frozen,0.03583471701688272,0.148869030609233,0.3091555407679524,0.09669236089473683,0.6875,0.3248
2021,200,201,banked,0.01625893337924521,0.16418620210919468,0.09752018199708687,0.05392090668421053,0.8473,0.7224666666666667
2021,200,201,refit,0.018297073016629355,0.19495827016717251,0.0782145083932059,0.05560171673684209,0.8289,0.7722333333333333
2021,200,201,frozen,0.03583471701688272,0.148869030609233,0.3091555407679524,0.09669236089473683,0.6875,0.3248
2021,250,252,banked,0.00045078077766148877,0.145780243626288,0.06831940061644082,0.04489732526315789,0.9955,0.7994333333333333
2021,250,252,refit,0.0005210037695074447,0.18565711668279922,0.06382396335018532,0.04612701905263158,0.9948,0.8158333333333334
2021,250,252,frozen,0.03583471701688272,0.148869030609233,0.3091555407679524,0.09669236089473683,0.6875,0.3248
2021,300,300,banked,8.00329170768905e-05,0.1568396334164998,0.03949879793087211,0.03934373136842105,0.9992,0.8822333333333333
2021,300,300,refit,0.00010005093335832842,0.19977296258602065,0.04306949242222393,0.04116193094736842,0.999,0.8757666666666667
2021,300,300,frozen,0.03583471701688272,0.148869030609233,0.3091555407679524,0.09669236089473683,0.6875,0.3248
2122,50,50,banked,0.047362206039766486,0.18467120664990497,0.22585839825690254,0.08260769394736842,0.5957,0.4331
2122,50,50,refit,0.053203337728701505,0.18783070905938548,0.2130479263263391,0.08314183157894738,0.5563,0.46046666666666675
2122,50,50,frozen,0.03768236857973334,0.20638200641796325,0.2607514289012684,0.08737568010526316,0.6663,0.3731333333333333
2122,100,100,banked,0.04634843687501277,0.16359093511857575,0.22239290171943313,0.069849362,0.6062,0.4514666666666667
2122,100,100,refit,0.06748526258040628,0.17274432240878407,0.212925139154784,0.06727754273684211,0.4737,0.47913333333333336
2122,100,100,frozen,0.03768236857973334,0.20638200641796325,0.2607514289012684,0.08737568010526316,0.6663,0.3731333333333333
2122,150,150,banked,0.02796132737933566,0.1217470929772144,0.20560211489305366,0.067952343,0.7496,0.4839666666666667
2122,150,150,refit,0.0421489890977985,0.12331759378229415,0.20078241617204995,0.06631327394736843,0.6442,0.5065000000000001
2122,150,150,frozen,0.03768236857973334,0.20638200641796325,0.2607514289012684,0.08737568010526316,0.6663,0.3731333333333333
2122,200,201,banked,0.005317934188359045,0.10219377444775546,0.17679828392467356,0.05644901142105263,0.9481,0.5625333333333332
2122,200,201,refit,0.006481012575649661,0.10132500555695764,0.17648824921676445,0.05270030921052632,0.9371,0.5853666666666667
2122,200,201,frozen,0.03768236857973334,0.20638200641796325,0.2607514289012684,0.08737568010526316,0.6663,0.3731333333333333
2122,250,255,banked,0.011550324112988099,0.12931747514709366,0.1486758729404254,0.05404243184210526,0.8908,0.6158666666666667
2122,250,255,refit,0.016965917807468235,0.1348909451257531,0.17133525083357873,0.05475263236842105,0.8437,0.6000333333333333
2122,250,255,frozen,0.03768236857973334,0.20638200641796325,0.2607514289012684,0.08737568010526316,0.6663,0.3731333333333333
2122,300,300,banked,0.02662815680218707,0.0851423451301275,0.09336954477853673,0.040591812315789476,0.7662,0.7466333333333334
2122,300,300,refit,0.03723012837636742,0.07825000299044853,0.1073007150144566,0.04212343599999999,0.6891,0.7263333333333333
2122,300,300,frozen,0.03768236857973334,0.20638200641796325,0.2607514289012684,0.08737568010526316,0.6663,0.3731333333333333
2223,50,50,banked,0.02513546799766562,0.5653304253430792,0.43705581362908247,0.14082912247368423,0.7708,0.17133333333333334
2223,50,50,refit,0.024501268428903225,0.5207969773110181,0.4538333908060205,0.13575968505263158,0.7757,0.15026666666666666
2223,50,50,frozen,0.04729416399073024,0.6297064507855511,0.4593530707778254,0.15425135147368424,0.6061,0.21166666666666667
2223,100,104,banked,0.027115740366293033,0.540805597850752,0.38672432453687516,0.12995803852631577,0.7518,0.23583333333333334
2223,100,104,refit,0.025591945424401446,0.4569867236580145,0.38912840714033753,0.12324659747368419,0.7644,0.2285
2223,100,104,frozen,0.04729416399073024,0.6297064507855511,0.4593530707778254,0.15425135147368424,0.6061,0.21166666666666667
2223,150,153,banked,0.0202711274701761,0.3520770810559567,0.4341096796420133,0.10800946321052636,0.8116,0.24706666666666668
2223,150,153,refit,0.031180240489426997,0.2520724551848798,0.44313497221037335,0.0976988787368421,0.7253,0.23433333333333337
2223,150,153,frozen,0.04729416399073024,0.6297064507855511,0.4593530707778254,0.15425135147368424,0.6061,0.21166666666666667
2223,200,200,banked,0.025417172043017043,0.24912078403619917,0.33179308138698543,0.07458169699999999,0.7739,0.3423
2223,200,200,refit,0.05468976427303775,0.15261406229516475,0.3559809934090633,0.06711508147368421,0.5759,0.31403333333333333
2223,200,200,frozen,0.04729416399073024,0.6297064507855511,0.4593530707778254,0.15425135147368424,0.6061,0.21166666666666667
2223,250,250,banked,0.030000544040823945,0.28342110296087875,0.3186970335047431,0.06803099089473684,0.7399,0.3954333333333333
2223,250,250,refit,0.0501993942359789,0.20780504995490262,0.3222145485118675,0.0617692115263158,0.6045,0.3894666666666667
2223,250,250,frozen,0.04729416399073024,0.6297064507855511,0.4593530707778254,0.15425135147368424,0.6061,0.21166666666666667
2223,300,303,banked,0.028249555476448057,0.11310002811617619,0.218185904039894,0.036705877789473686,0.7539,0.5208333333333334
2223,300,303,refit,0.05048435610884432,0.06723939240228222,0.2218202027737243,0.03226876163157895,0.6036,0.5249333333333334
2223,300,303,frozen,0.04729416399073024,0.6297064507855511,0.4593530707778254,0.15425135147368424,0.6061,0.21166666666666667
2324,50,54,banked,0.02530386896138794,0.22722384688434735,0.2225496595972448,0.07875396447368423,0.7698,0.46596666666666664
2324,50,54,refit,0.025152762816601774,0.22649513261220852,0.20468355603157407,0.0776164297368421,0.7711,0.4957
2324,50,54,frozen,0.03304716023785551,0.258823000273997,0.2494527998176143,0.08572164347368419,0.7048,0.4186
2324,100,100,banked,0.024646457445639015,0.20608894347409232,0.18143980674391574,0.07290163068421052,0.7738,0.5507
2324,100,100,refit,0.0330203024662175,0.18545209942123247,0.1440423777783567,0.0696895172631579,0.7054,0.6280333333333333
2324,100,100,frozen,0.03304716023785551,0.258823000273997,0.2494527998176143,0.08572164347368419,0.7048,0.4186
2324,150,150,banked,0.05843944445128794,0.13567833106368482,0.1292625320323238,0.061737668105263155,0.5315,0.6545000000000001
2324,150,150,refit,0.07702710395563511,0.10998324872441449,0.09888449708604893,0.05935071594736842,0.4233,0.7234666666666666
2324,150,150,frozen,0.03304716023785551,0.258823000273997,0.2494527998176143,0.08572164347368419,0.7048,0.4186
2324,200,201,banked,0.042493733641574195,0.10295783356961774,0.10323220688060764,0.048965628947368424,0.6481,0.7136999999999999
2324,200,201,refit,0.06017762889726279,0.08715752043228528,0.08382879002838177,0.048121390736842094,0.5352,0.7605999999999998
2324,200,201,frozen,0.03304716023785551,0.258823000273997,0.2494527998176143,0.08572164347368419,0.7048,0.4186
2324,250,250,banked,0.05516909692393566,0.09127928400700366,0.0689366815261037,0.05247420763157894,0.5622,0.7987000000000001
2324,250,250,refit,0.08590004998037334,0.0723403181803088,0.0581373971130872,0.05324793231578948,0.3902,0.8273666666666667
2324,250,250,frozen,0.03304716023785551,0.258823000273997,0.2494527998176143,0.08572164347368419,0.7048,0.4186
2324,300,301,banked,0.07418140337180897,0.0841778128486093,0.028679559499757794,0.05153404147368421,0.4458,0.9105666666666666
2324,300,301,refit,0.10196132684076695,0.07726188894704578,0.02480959039849764,0.05231904310526316,0.3108,0.9216000000000001
2324,300,301,frozen,0.03304716023785551,0.258823000273997,0.2494527998176143,0.08572164347368419,0.7048,0.4186
2425,50,50,banked,0.17373593986839886,0.1316047924377946,0.22244712561692923,0.10368270252631577,0.1173,0.45553333333333335
2425,50,50,refit,0.16566405957848437,0.11964210118753393,0.23127442403837536,0.10270345221052632,0.1308,0.4451666666666667
2425,50,50,frozen,0.14792096782456154,0.15296858668955754,0.23130609856268883,0.11150345468421055,0.1611,0.4315
2425,100,100,banked,0.12906379994872963,0.11465850237774915,0.19532003816567145,0.09282914694736843,0.2371,0.5233333333333333
2425,100,100,refit,0.10418693981735665,0.10700890455463655,0.18490852598785343,0.08742280210526317,0.3167,0.5461333333333332
2425,100,100,frozen,0.14792096782456154,0.15296858668955754,0.23130609856268883,0.11150345468421055,0.1611,0.4315
2425,150,154,banked,0.06491789439194819,0.057702644480884926,0.17050172092641205,0.0735199225263158,0.4919,0.5964
2425,150,154,refit,0.04992609475755066,0.05263113454397861,0.16115093027916744,0.07236702857894736,0.5806,0.6133333333333334
2425,150,154,frozen,0.14792096782456154,0.15296858668955754,0.23130609856268883,0.11150345468421055,0.1611,0.4315
2425,200,203,banked,0.037155051270555337,0.10358463502603761,0.13926507651012426,0.05495727457894738,0.6802,0.6531333333333333
2425,200,203,refit,0.028399015522338745,0.11482295903190076,0.12177229813866657,0.05464331863157894,0.7489,0.6849
2425,200,203,frozen,0.14792096782456154,0.15296858668955754,0.23130609856268883,0.11150345468421055,0.1611,0.4315
2425,250,250,banked,0.039253055757689864,0.0756393106539231,0.08152946623905462,0.04351675047368422,0.672,0.7875333333333333
2425,250,250,refit,0.028560474725100298,0.09497531888300555,0.05759221536632646,0.04767993147368422,0.7505,0.8378333333333333
2425,250,250,frozen,0.14792096782456154,0.15296858668955754,0.23130609856268883,0.11150345468421055,0.1611,0.4315
2425,300,304,banked,0.0022857010856777637,0.09501272670810482,0.006065999463999454,0.03501885610526316,0.9774,0.9801333333333333
2425,300,304,refit,0.0011464915094330365,0.12555815028887715,0.0024554275136531405,0.036158683210526316,0.9886,0.9918666666666667
2425,300,304,frozen,0.14792096782456154,0.15296858668955754,0.23130609856268883,0.11150345468421055,0.1611,0.4315
2526,50,50,banked,0.11855448537650175,0.5066226034354435,0.25571545395811296,0.14111491515789473,0.245,0.4166666666666667
2526,50,50,refit,0.10970922689633078,0.5402149028517923,0.2252823199717267,0.1428669334736842,0.2791,0.46036666666666665
2526,50,50,frozen,0.11073484127133941,0.4297373130182948,0.35154976357246975,0.1436968436842105,0.2556,0.286
2526,100,100,banked,0.06102740982241954,0.3826388937999262,0.2274473874312514,0.1180449752105263,0.5116,0.4608666666666667
2526,100,100,refit,0.04940852610534755,0.3698820670061308,0.19727183141982257,0.11141715089473685,0.5882,0.5161666666666667
2526,100,100,frozen,0.11073484127133941,0.4297373130182948,0.35154976357246975,0.1436968436842105,0.2556,0.286
2526,150,150,banked,0.07058360305570473,0.28767279916779065,0.16921952330371257,0.11367261842105263,0.4665,0.5877
2526,150,150,refit,0.0611759857211718,0.23898709229246964,0.14045848503682395,0.10610291889473684,0.5248,0.6398
2526,150,150,frozen,0.11073484127133941,0.4297373130182948,0.35154976357246975,0.1436968436842105,0.2556,0.286
2526,200,200,banked,0.03497229610828194,0.27471362023677054,0.10306641928143216,0.09709755989473683,0.698,0.7136
2526,200,200,refit,0.031229016081237515,0.23234913771264276,0.08049109802254663,0.08780446968421053,0.7278,0.7706666666666667
2526,200,200,frozen,0.11073484127133941,0.4297373130182948,0.35154976357246975,0.1436968436842105,0.2556,0.286
2526,250,250,banked,0.031944717094274475,0.16890837094895583,0.06628389691661038,0.07826932221052632,0.7243,0.8103666666666666
2526,250,250,refit,0.02408151837058429,0.13347512444424098,0.05422255362406768,0.07014517263157896,0.7846,0.8415666666666667
2526,250,250,frozen,0.11073484127133941,0.4297373130182948,0.35154976357246975,0.1436968436842105,0.2556,0.286
2526,300,300,banked,0.012137699516659942,0.1421892869702624,0.0756094349952068,0.07305005347368423,0.8857,0.8000333333333334
2526,300,300,refit,0.008207384795159523,0.11931330137891431,0.07530476896555117,0.06560048799999998,0.9212,0.8028999999999998
2526,300,300,frozen,0.11073484127133941,0.4297373130182948,0.35154976357246975,0.1436968436842105,0.2556,0.286
